Journal_ID,Date,Account,Debit,Credit,Description
438,2025-03-15,Accounts Payable,0,20566,Journal entry 438 credit
439,2025-03-16,Equipment,2508,0,Journal entry 439 debit
439,2025-03-16,Capital,0,2508,Journal entry 439 credit
440,2025-03-17,Rent Expense,6003,0,Journal entry 440 debit
440,2025-03-17,Revenue,0,6003,Journal entry 440 credit
441,2025-03-18,Prepaid Expenses,7509,0,Journal entry 441 debit
441,2025-03-18,Cash,0,7509,Journal entry 441 credit
442,2025-03-19,Accounts Receivable,31058,0,Journal entry 442 debit
442,2025-03-19,Unearned Revenue,0,31058,Journal entry 442 credit
443,2025-03-20,Salaries Expense,45814,0,Journal entry 443 debit
443,2025-03-20,Unearned Revenue,0,45814,Journal entry 443 credit
444,2025-03-21,Office Supplies,38311,0,Journal entry 444 debit
444,2025-03-21,Unearned Revenue,0,38311,Journal entry 444 credit
445,2025-03-22,Cash,38565,0,Journal entry 445 debit
445,2025-03-22,Unearned Revenue,0,38565,Journal entry 445 credit
446,2025-03-23,Prepaid Expenses,36776,0,Journal entry 446 debit
446,2025-03-23,Accumulated Depreciation,0,36776,Journal entry 446 credit
447,2025-03-24,Prepaid Expenses,22407,0,Journal entry 447 debit
447,2025-03-24,Capital,0,22407,Journal entry 447 credit
448,2025-03-25,Rent Expense,23480,0,Journal entry 448 debit
448,2025-03-25,Accumulated Depreciation,0,23480,Journal entry 448 credit
449,2025-03-26,Equipment,48953,0,Journal entry 449 debit
449,2025-03-26,Capital,0,48953,Journal entry 449 credit
450,2025-03-27,Inventory,8486,0,Journal entry 450 debit
450,2025-03-27,Revenue,0,8486,Journal entry 450 credit
451,2025-03-28,Salaries Expense,23817,0,Journal entry 451 debit
451,2025-03-28,Cash,0,23817,Journal entry 451 credit
452,2025-03-29,Salaries Expense,38180,0,Journal entry 452 debit
452,2025-03-29,Capital,0,38180,Journal entry 452 credit
453,2025-03-30,Salaries Expense,34722,0,Journal entry 453 debit
453,2025-03-30,Unearned Revenue,0,34722,Journal entry 453 credit
454,2025-03-31,Office Supplies,19637,0,Journal entry 454 debit
454,2025-03-31,Accumulated Depreciation,0,19637,Journal entry 454 credit
455,2025-04-01,Prepaid Expenses,18427,0,Journal entry 455 debit
455,2025-04-01,Capital,0,18427,Journal entry 455 credit
456,2025-04-02,Inventory,28975,0,Journal entry 456 debit
456,2025-04-02,Accumulated Depreciation,0,28975,Journal entry 456 credit
457,2025-04-03,Cash,44943,0,Journal entry 457 debit
457,2025-04-03,Accumulated Depreciation,0,44943,Journal entry 457 credit
458,2025-04-04,Prepaid Expenses,35292,0,Journal entry 458 debit
458,2025-04-04,Capital,0,35292,Journal entry 458 credit
459,2025-04-05,Salaries Expense,5793,0,Journal entry 459 debit
459,2025-04-05,Revenue,0,5793,Journal entry 459 credit
460,2025-04-06,Accounts Receivable,43584,0,Journal entry 460 debit
460,2025-04-06,Capital,0,43584,Journal entry 460 credit
461,2025-04-07,Office Supplies,18764,0,Journal entry 461 debit
461,2025-04-07,Accounts Payable,0,18764,Journal entry 461 credit
462,2025-04-08,Equipment,29819,0,Journal entry 462 debit
462,2025-04-08,Accounts Payable,0,29819,Journal entry 462 credit
463,2025-04-09,Equipment,7676,0,Journal entry 463 debit
463,2025-04-09,Accumulated Depreciation,0,7676,Journal entry 463 credit
464,2025-04-10,Prepaid Expenses,9473,0,Journal entry 464 debit
464,2025-04-10,Accounts Payable,0,9473,Journal entry 464 credit
465,2025-04-11,Office Supplies,33146,0,Journal entry 465 debit
465,2025-04-11,Accumulated Depreciation,0,33146,Journal entry 465 credit
466,2025-04-12,Cash,11826,0,Journal entry 466 debit
466,2025-04-12,Accounts Payable,0,11826,Journal entry 466 credit
467,2025-04-13,Inventory,44308,0,Journal entry 467 debit
467,2025-04-13,Accumulated Depreciation,0,44308,Journal entry 467 credit
468,2025-04-14,Office Supplies,14459,0,Journal entry 468 debit
468,2025-04-14,Capital,0,14459,Journal entry 468 credit
469,2025-04-15,Salaries Expense,13288,0,Journal entry 469 debit
469,2025-04-15,Capital,0,13288,Journal entry 469 credit
470,2025-04-16,Accounts Receivable,8266,0,Journal entry 470 debit
470,2025-04-16,Cash,0,8266,Journal entry 470 credit
471,2025-04-17,Salaries Expense,31442,0,Journal entry 471 debit
471,2025-04-17,Revenue,0,31442,Journal entry 471 credit
472,2025-04-18,Cash,16527,0,Journal entry 472 debit
472,2025-04-18,Unearned Revenue,0,16527,Journal entry 472 credit
473,2025-04-19,Cash,26340,0,Journal entry 473 debit
473,2025-04-19,Capital,0,26340,Journal entry 473 credit
474,2025-04-20,Accounts Receivable,43711,0,Journal entry 474 debit
474,2025-04-20,Capital,0,43711,Journal entry 474 credit
475,2025-04-21,Rent Expense,25585,0,Journal entry 475 debit
475,2025-04-21,Accounts Payable,0,25585,Journal entry 475 credit
476,2025-04-22,Equipment,3039,0,Journal entry 476 debit
476,2025-04-22,Accounts Payable,0,3039,Journal entry 476 credit
477,2025-04-23,Equipment,10256,0,Journal entry 477 debit
477,2025-04-23,Unearned Revenue,0,10256,Journal entry 477 credit
478,2025-04-24,Prepaid Expenses,24755,0,Journal entry 478 debit
478,2025-04-24,Unearned Revenue,0,24755,Journal entry 478 credit
479,2025-04-25,Prepaid Expenses,48018,0,Journal entry 479 debit
479,2025-04-25,Unearned Revenue,0,48018,Journal entry 479 credit
480,2025-04-26,Cash,679,0,Journal entry 480 debit
480,2025-04-26,Revenue,0,679,Journal entry 480 credit
481,2025-04-27,Cash,2688,0,Journal entry 481 debit
481,2025-04-27,Unearned Revenue,0,2688,Journal entry 481 credit
482,2025-04-28,Salaries Expense,24852,0,Journal entry 482 debit
482,2025-04-28,Capital,0,24852,Journal entry 482 credit
483,2025-04-29,Office Supplies,34123,0,Journal entry 483 debit
483,2025-04-29,Unearned Revenue,0,34123,Journal entry 483 credit
484,2025-04-30,Accounts Receivable,31436,0,Journal entry 484 debit
484,2025-04-30,Accounts Payable,0,31436,Journal entry 484 credit
485,2025-05-01,Equipment,26009,0,Journal entry 485 debit
485,2025-05-01,Revenue,0,26009,Journal entry 485 credit
486,2025-05-02,Inventory,16625,0,Journal entry 486 debit
486,2025-05-02,Revenue,0,16625,Journal entry 486 credit
487,2025-05-03,Office Supplies,41640,0,Journal entry 487 debit
487,2025-05-03,Cash,0,41640,Journal entry 487 credit
488,2025-05-04,Office Supplies,49987,0,Journal entry 488 debit
488,2025-05-04,Unearned Revenue,0,49987,Journal entry 488 credit
489,2025-05-05,Inventory,48621,0,Journal entry 489 debit
489,2025-05-05,Capital,0,48621,Journal entry 489 credit
490,2025-05-06,Office Supplies,12424,0,Journal entry 490 debit
490,2025-05-06,Accounts Payable,0,12424,Journal entry 490 credit
491,2025-05-07,Salaries Expense,6196,0,Journal entry 491 debit
491,2025-05-07,Accounts Payable,0,6196,Journal entry 491 credit
492,2025-05-08,Cash,30812,0,Journal entry 492 debit
492,2025-05-08,Revenue,0,30812,Journal entry 492 credit
493,2025-05-09,Office Supplies,38379,0,Journal entry 493 debit
493,2025-05-09,Revenue,0,38379,Journal entry 493 credit
494,2025-05-10,Equipment,38628,0,Journal entry 494 debit
494,2025-05-10,Capital,0,38628,Journal entry 494 credit
495,2025-05-11,Office Supplies,46128,0,Journal entry 495 debit
495,2025-05-11,Unearned Revenue,0,46128,Journal entry 495 credit
496,2025-05-12,Cash,8888,0,Journal entry 496 debit
496,2025-05-12,Revenue,0,8888,Journal entry 496 credit
497,2025-05-13,Accounts Receivable,15192,0,Journal entry 497 debit
497,2025-05-13,Accumulated Depreciation,0,15192,Journal entry 497 credit
498,2025-05-14,Cash,20036,0,Journal entry 498 debit
498,2025-05-14,Cash,0,20036,Journal entry 498 credit
499,2025-05-15,Cash,8227,0,Journal entry 499 debit
499,2025-05-15,Revenue,0,8227,Journal entry 499 credit
500,2025-05-16,Inventory,19343,0,Journal entry 500 debit
500,2025-05-16,Accounts Payable,0,19343,Journal entry 500 credit
